trial_id,val_loss,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.pipeline_name,config.h5_file,config.label,config.interaction_feature_size,config.Interaction_Features,config.site_feature_size,config.embedding_size,config.Site_Features,config.dynamic_batch,config.Batch_Size,config.Learning_Rate,config.Max_Samples,config.activation_function,config.set_norm,config.lin_norm,config.site_dim_per_head,config.attention_dim_interaction,config.attention_heads,config.attention_blocks,config.distance_cutoff,config.attention_hidden_layers,config.k_softmax,config.pre_pool_layers,config.sym_func,config.post_pool_layers,config.last_af_func,config.pre_pool_layers_n,config.pre_pool_layers_size,config.post_pool_layers_n,config.post_pool_layers_size,config.attention_hidden_layers_n,config.attention_hidden_layers_size,config.attention_dim_edge,config.graph_embedding_dim_per_block_per_head,config.node_dim_per_head,config.Optimizer.Name,config.Trainer kwargs.accumulate_grad_batches,config.Trainer kwargs.auto_lr_find,config.Trainer kwargs.max_epochs,config.Optimizer.Kwargs.amsgrad,config.Optimizer.Kwargs.eps,config.Optimizer.Kwargs.weight_decay
863acdc6,1.1967558860778809,0.01535177230834961,True,True,,,600,942d6754ea0747be90f9751f7aa4e2f5,2023-11-30_14-50-21,1701355821,110.24397611618042,18680,michael-MIF,192.168.0.21,110.24397611618042,0,600,"1_Batch_Size=20,Interaction_Features=[{'kwargs': {'polynomial_degree': 1}, 'name': 'distance_matrix'}, {'kwargs': {'polynomial_degree': 1, 'log': True, 'max_clip': 10}, 'name': 'non_sine_coulomb_matrix'}],Learning_Rate=0.0069055,Max_Samples=1000000,amsgrad=True,eps=1e-07,weight_decay=0.0001,Name=AdamW,Site_Features=[{'Featurizer_KArgs': {'properties': ['Number', 'AtomicWeight', 'Row', 'Column', 'FirstIonizationEnergy', 'Electronegativity', 'AtomicRadius', 'Density']}, 'Featurizer_PArgs': [], 'name': 'SiteElementalProperty'}],accumulate_grad_batches=1,auto_lr_find=False,max_epochs=100000000,activation_function=mish,attention_blocks=2,attention_dim_edge=20,attention_dim_interaction=16,attention_heads=4,attention_hidden_layers=[225],attention_hidden_layers_n=1,attention_hidden_layers_size=63,distance_cutoff=-1,dynamic_batch=True,embedding_size=34,graph_embedding_dim_per_block_per_head=5,h5_file=_home_michael_clones_thesisversions_Site-Net_Data_Matbench_matbench_mp_gap_cubic_50_train_1.hdf5,interaction_feature_size=2,k_softmax=-1,label=PaperParams,last_af_func=TReLU,lin_norm=none,node_dim_per_head=12,pipeline_name=final,post_pool_layers=[200, 200, 200],post_pool_layers_n=3,post_pool_layers_size=192,pre_pool_layers=[94],pre_pool_layers_n=3,pre_pool_layers_size=37,set_norm=layer,site_dim_per_head=30,site_feature_size=8,sym_func=mean",final,/home/michael/clones/thesisversions/Site-Net/Data/Matbench/matbench_mp_gap_cubic_50_train_1.hdf5,PaperParams,2,"[{'kwargs': {'polynomial_degree': 1}, 'name': 'distance_matrix'}, {'kwargs': {'polynomial_degree': 1, 'log': True, 'max_clip': 10}, 'name': 'non_sine_coulomb_matrix'}]",8,34,"[{'Featurizer_KArgs': {'properties': ['Number', 'AtomicWeight', 'Row', 'Column', 'FirstIonizationEnergy', 'Electronegativity', 'AtomicRadius', 'Density']}, 'Featurizer_PArgs': [], 'name': 'SiteElementalProperty'}]",True,20,0.006905483120292703,1000000,mish,layer,none,30,16,4,2,-1,[63],-1,"[37, 37, 37]",mean,"[192, 192, 192]",TReLU,3,37.0,3,192.0,1,63,20,5,12,AdamW,1,False,100000000,True,1e-07,0.0001
